trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
383,False,"{'a': 0.5, 'e': 0.927038}",30,0,-231.7301328632136,"{0: 15, 1: 5, 2: 6, 3: 0, 4: 4}",0
384,False,"{'a': 0.5, 'e': 0.9266555}",20,0,-50.70913047803537,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
385,False,"{'a': 0.5, 'e': 0.926272}",20,0,-19.76241596873563,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
386,False,"{'a': 0.5, 'e': 0.9258875}",20,11,-9.487122600800774,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.925502}",30,0,-142.25938085085,"{0: 16, 1: 4, 2: 8, 3: 1, 4: 1}",0
388,False,"{'a': 0.5, 'e': 0.9251155}",30,0,-158.54960530712495,"{0: 17, 1: 3, 2: 7, 3: 1, 4: 2}",0
389,False,"{'a': 0.5, 'e': 0.924728}",25,0,-121.52088705877664,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
390,False,"{'a': 0.5, 'e': 0.9243395}",25,13,-50.89587142310339,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
391,False,"{'a': 0.5, 'e': 0.92395}",25,0,-138.29134526565997,"{0: 12, 1: 4, 2: 7, 3: 1, 4: 1}",0
392,False,"{'a': 0.5, 'e': 0.9235595}",25,0,-189.01945527360576,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
393,False,"{'a': 0.5, 'e': 0.923168}",20,0,-44.38486118588176,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
394,False,"{'a': 0.5, 'e': 0.9227755}",20,0,-204.3301157221687,"{0: 8, 1: 0, 2: 9, 3: 0, 4: 3}",0
395,False,"{'a': 0.5, 'e': 0.922382}",25,0,-106.16719046038791,"{0: 16, 1: 2, 2: 3, 3: 4, 4: 0}",0
396,False,"{'a': 0.5, 'e': 0.9219875}",25,0,-118.48320519148913,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 1}",0
397,False,"{'a': 0.5, 'e': 0.921592}",20,2,-154.93152377348514,"{0: 9, 1: 2, 2: 4, 3: 0, 4: 3}",1
398,False,"{'a': 0.5, 'e': 0.9211955000000001}",25,0,-136.98939764014386,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
399,False,"{'a': 0.5, 'e': 0.920798}",20,3,-52.08235966144867,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 1}",1
400,False,"{'a': 0.5, 'e': 0.9203995}",25,0,-95.2015585308056,"{0: 16, 1: 1, 2: 5, 3: 3, 4: 0}",0
401,False,"{'a': 0.5, 'e': 0.92}",25,0,-162.71893150599195,"{0: 15, 1: 0, 2: 6, 3: 2, 4: 2}",0
402,False,"{'a': 0.5, 'e': 0.9195995}",30,17,-11.472669811317836,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.919198}",25,0,-186.64911820922904,"{0: 15, 1: 0, 2: 6, 3: 1, 4: 3}",0
404,False,"{'a': 0.5, 'e': 0.9187955}",30,0,-124.95274440088065,"{0: 21, 1: 3, 2: 3, 3: 1, 4: 2}",0
405,False,"{'a': 0.5, 'e': 0.918392}",25,0,-256.99618000709154,"{0: 11, 1: 2, 2: 6, 3: 2, 4: 4}",0
406,False,"{'a': 0.5, 'e': 0.9179875}",20,0,-82.98336837979485,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
407,False,"{'a': 0.5, 'e': 0.917582}",20,5,-137.82118120939026,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 3}",1
408,False,"{'a': 0.5, 'e': 0.9171755}",25,0,-82.68199844889278,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
409,False,"{'a': 0.5, 'e': 0.916768}",20,9,-6.736637919597618,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.9163595}",35,2,-124.34491502997376,"{0: 22, 1: 3, 2: 6, 3: 0, 4: 2}",1
411,False,"{'a': 0.5, 'e': 0.91595}",25,0,-166.679134901297,"{0: 15, 1: 2, 2: 3, 3: 3, 4: 2}",0
412,False,"{'a': 0.5, 'e': 0.9155395}",20,0,-81.24205989692393,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
413,False,"{'a': 0.5, 'e': 0.9151279999999999}",20,0,-89.57084818723436,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
414,False,"{'a': 0.5, 'e': 0.9147155}",25,0,-76.81152048056732,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
415,False,"{'a': 0.5, 'e': 0.914302}",30,0,-84.8854525727049,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
416,False,"{'a': 0.5, 'e': 0.9138875}",35,0,-159.8722742233044,"{0: 20, 1: 1, 2: 12, 3: 1, 4: 1}",0
417,False,"{'a': 0.5, 'e': 0.9134720000000001}",20,0,-56.20920246634375,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 0}",0
418,False,"{'a': 0.5, 'e': 0.9130555}",20,0,-43.76734344323702,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
419,False,"{'a': 0.5, 'e': 0.9126380000000001}",25,8,-89.08641664921879,"{0: 10, 1: 1, 2: 4, 3: 1, 4: 1}",1
420,False,"{'a': 0.5, 'e': 0.9122195}",30,0,-181.4943890040744,"{0: 17, 1: 4, 2: 6, 3: 0, 4: 3}",0
421,False,"{'a': 0.5, 'e': 0.9117999999999999}",25,0,-116.99197609338422,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
422,False,"{'a': 0.5, 'e': 0.9113795}",20,0,-191.07543493285408,"{0: 7, 1: 2, 2: 7, 3: 2, 4: 2}",0
423,False,"{'a': 0.5, 'e': 0.910958}",20,0,-197.2441738354091,"{0: 6, 1: 3, 2: 7, 3: 2, 4: 2}",0
424,False,"{'a': 0.5, 'e': 0.9105354999999999}",20,0,-92.20451464409624,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
425,False,"{'a': 0.5, 'e': 0.910112}",30,0,-181.12682592267566,"{0: 16, 1: 2, 2: 9, 3: 1, 4: 2}",0
426,False,"{'a': 0.5, 'e': 0.9096875}",25,0,-141.64923702049936,"{0: 13, 1: 7, 2: 2, 3: 1, 4: 2}",0
427,False,"{'a': 0.5, 'e': 0.909262}",30,17,-64.64308278841942,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
428,False,"{'a': 0.5, 'e': 0.9088355}",30,0,-160.9719353459035,"{0: 16, 1: 7, 2: 4, 3: 1, 4: 2}",0
429,False,"{'a': 0.5, 'e': 0.908408}",20,11,-27.712033071602047,"{0: 5, 1: 0, 2: 4, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.9079795}",25,0,-147.97012031496004,"{0: 13, 1: 2, 2: 6, 3: 3, 4: 1}",0
431,False,"{'a': 0.5, 'e': 0.90755}",35,0,-198.23596094164662,"{0: 17, 1: 4, 2: 10, 3: 3, 4: 1}",0
432,False,"{'a': 0.5, 'e': 0.9071195}",20,0,-60.280249513830924,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
433,False,"{'a': 0.5, 'e': 0.906688}",20,0,-131.99035730105933,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
434,False,"{'a': 0.5, 'e': 0.9062555}",35,19,-34.513819640772184,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.905822}",25,0,-66.11257455562556,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
436,False,"{'a': 0.5, 'e': 0.9053875}",20,0,-108.77703909800394,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
437,False,"{'a': 0.5, 'e': 0.904952}",25,0,-126.0479167765628,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
438,False,"{'a': 0.5, 'e': 0.9045155}",25,2,-131.8583225403847,"{0: 14, 1: 3, 2: 2, 3: 2, 4: 2}",1
439,False,"{'a': 0.5, 'e': 0.904078}",20,0,-112.35186262719476,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
440,False,"{'a': 0.5, 'e': 0.9036395}",25,0,-70.20592882587678,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 1}",0
441,False,"{'a': 0.5, 'e': 0.9032}",20,12,-4.322737108033792,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.9027595}",25,0,-159.2392731236608,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
443,False,"{'a': 0.5, 'e': 0.902318}",20,8,-104.95795177216966,"{0: 6, 1: 1, 2: 3, 3: 0, 4: 2}",1
444,False,"{'a': 0.5, 'e': 0.9018755}",35,0,-204.63471281112064,"{0: 19, 1: 2, 2: 11, 3: 1, 4: 2}",0
445,False,"{'a': 0.5, 'e': 0.901432}",30,3,-37.81460220375659,"{0: 19, 1: 5, 2: 2, 3: 1, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.9009875}",30,0,-145.82434448081213,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 2}",0
447,False,"{'a': 0.5, 'e': 0.900542}",25,0,-215.07731959647907,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 5}",0
448,False,"{'a': 0.5, 'e': 0.9000955}",35,0,-135.23883767443792,"{0: 23, 1: 2, 2: 7, 3: 2, 4: 1}",0
449,False,"{'a': 0.5, 'e': 0.899648}",25,0,-149.72315537071438,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
450,False,"{'a': 0.5, 'e': 0.8991995}",30,0,-150.02207531364218,"{0: 21, 1: 1, 2: 5, 3: 0, 4: 3}",0
451,False,"{'a': 0.5, 'e': 0.89875}",25,0,-99.86653333707329,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
452,False,"{'a': 0.5, 'e': 0.8982995}",20,0,-21.937443539731746,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
453,False,"{'a': 0.5, 'e': 0.897848}",30,0,-82.22697854379787,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
454,False,"{'a': 0.5, 'e': 0.8973955}",20,0,-159.7978464049785,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
455,False,"{'a': 0.5, 'e': 0.896942}",25,0,-270.59835519692166,"{0: 11, 1: 0, 2: 8, 3: 2, 4: 4}",0
456,False,"{'a': 0.5, 'e': 0.8964875}",20,7,-41.27482742002631,"{0: 9, 1: 1, 2: 1, 3: 2, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.896032}",35,0,-97.731056946109,"{0: 23, 1: 5, 2: 6, 3: 0, 4: 1}",0
458,False,"{'a': 0.5, 'e': 0.8955755}",30,10,-108.81411957858724,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",1
459,False,"{'a': 0.5, 'e': 0.895118}",30,0,-156.02208995806242,"{0: 19, 1: 3, 2: 5, 3: 0, 4: 3}",0
460,False,"{'a': 0.5, 'e': 0.8946595}",25,0,-103.25150563500179,"{0: 16, 1: 0, 2: 8, 3: 0, 4: 1}",0
461,False,"{'a': 0.5, 'e': 0.8942}",20,0,-78.5118547007316,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
462,False,"{'a': 0.5, 'e': 0.8937395}",25,0,-101.50376352428673,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
463,False,"{'a': 0.5, 'e': 0.893278}",25,0,-211.91994379731014,"{0: 15, 1: 0, 2: 5, 3: 1, 4: 4}",0
464,False,"{'a': 0.5, 'e': 0.8928155}",20,0,-81.53669819823861,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
465,False,"{'a': 0.5, 'e': 0.892352}",30,0,-284.3248278222551,"{0: 13, 1: 1, 2: 9, 3: 4, 4: 3}",0
466,False,"{'a': 0.5, 'e': 0.8918874999999999}",30,0,-134.17718505540054,"{0: 19, 1: 2, 2: 5, 3: 3, 4: 1}",0
467,False,"{'a': 0.5, 'e': 0.891422}",20,0,-34.215676719014574,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
468,False,"{'a': 0.5, 'e': 0.8909555}",20,0,-63.38476341881403,"{0: 15, 1: 2, 2: 1, 3: 1, 4: 1}",0
469,False,"{'a': 0.5, 'e': 0.890488}",20,0,-56.33316144122855,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
470,False,"{'a': 0.5, 'e': 0.8900195}",25,7,-71.65921063619295,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
471,False,"{'a': 0.5, 'e': 0.8895500000000001}",20,0,-134.69028131682379,"{0: 9, 1: 3, 2: 5, 3: 2, 4: 1}",0
472,False,"{'a': 0.5, 'e': 0.8890795}",20,4,-4.973073159574784,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.8886080000000001}",25,0,-53.91047624758963,"{0: 18, 1: 3, 2: 2, 3: 2, 4: 0}",0
474,False,"{'a': 0.5, 'e': 0.8881355}",25,0,-51.85570892315112,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
475,False,"{'a': 0.5, 'e': 0.887662}",30,12,-64.06192735067742,"{0: 12, 1: 4, 2: 0, 3: 1, 4: 1}",1
476,False,"{'a': 0.5, 'e': 0.8871875}",25,9,-25.974191234028236,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.886712}",25,7,-3.5790747175912054,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.8862355}",30,17,-89.40339000197326,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 2}",1
479,False,"{'a': 0.5, 'e': 0.885758}",25,6,-79.9390774112247,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.8852795}",20,0,-116.88331384265875,"{0: 12, 1: 4, 2: 1, 3: 1, 4: 2}",0
481,False,"{'a': 0.5, 'e': 0.8848}",20,0,-77.91165782008045,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
482,False,"{'a': 0.5, 'e': 0.8843195}",30,0,-84.75240467747214,"{0: 19, 1: 4, 2: 5, 3: 2, 4: 0}",0
483,False,"{'a': 0.5, 'e': 0.883838}",20,4,-120.45662923275576,"{0: 10, 1: 1, 2: 1, 3: 2, 4: 2}",1
484,False,"{'a': 0.5, 'e': 0.8833555}",25,0,-192.67711751934186,"{0: 12, 1: 1, 2: 8, 3: 2, 4: 2}",0
485,False,"{'a': 0.5, 'e': 0.882872}",20,6,-26.44833742371603,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
486,False,"{'a': 0.5, 'e': 0.8823875}",30,0,-143.9387950593822,"{0: 18, 1: 5, 2: 4, 3: 1, 4: 2}",0
487,False,"{'a': 0.5, 'e': 0.881902}",25,2,-115.8336017627621,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 1}",1
488,False,"{'a': 0.5, 'e': 0.8814155}",25,0,-70.75381102121443,"{0: 16, 1: 4, 2: 3, 3: 2, 4: 0}",0
489,False,"{'a': 0.5, 'e': 0.880928}",30,1,-130.58679079481223,"{0: 19, 1: 2, 2: 5, 3: 1, 4: 2}",1
490,False,"{'a': 0.5, 'e': 0.8804395}",20,10,-142.6469227604296,"{0: 4, 1: 0, 2: 3, 3: 0, 4: 3}",1
491,False,"{'a': 0.5, 'e': 0.87995}",20,0,-138.2496053851202,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
492,False,"{'a': 0.5, 'e': 0.8794595000000001}",20,0,-43.92685143972909,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
493,False,"{'a': 0.5, 'e': 0.878968}",20,0,-79.92945667327015,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
494,False,"{'a': 0.5, 'e': 0.8784755}",20,0,-18.44063494657835,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
495,False,"{'a': 0.5, 'e': 0.877982}",25,10,-51.735212987202935,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
496,False,"{'a': 0.5, 'e': 0.8774875}",20,0,-91.59794926255455,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
497,False,"{'a': 0.5, 'e': 0.876992}",25,0,-38.63511939383501,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
498,False,"{'a': 0.5, 'e': 0.8764955}",30,0,-98.28311183609408,"{0: 16, 1: 6, 2: 7, 3: 1, 4: 0}",0
499,False,"{'a': 0.5, 'e': 0.875998}",25,0,-113.81190409662524,"{0: 16, 1: 1, 2: 5, 3: 2, 4: 1}",0
500,False,"{'a': 0.5, 'e': 0.8754995}",20,0,-28.549778210205673,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
501,False,"{'a': 0.5, 'e': 0.875}",20,0,-89.25510612250295,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
502,False,"{'a': 0.5, 'e': 0.8744995}",20,0,-80.86102658394884,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
503,False,"{'a': 0.5, 'e': 0.873998}",20,0,-128.28331719166098,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
504,False,"{'a': 0.5, 'e': 0.8734955}",25,0,-65.12250884772314,"{0: 17, 1: 2, 2: 4, 3: 2, 4: 0}",0
505,False,"{'a': 0.5, 'e': 0.872992}",20,0,-76.59457314293824,"{0: 11, 1: 2, 2: 6, 3: 1, 4: 0}",0
506,False,"{'a': 0.5, 'e': 0.8724875}",25,9,-59.65681964271708,"{0: 10, 1: 3, 2: 2, 3: 0, 4: 1}",1
507,False,"{'a': 0.5, 'e': 0.871982}",20,0,-117.89905694434381,"{0: 10, 1: 0, 2: 9, 3: 0, 4: 1}",0
508,False,"{'a': 0.5, 'e': 0.8714755000000001}",30,0,-135.04666317268217,"{0: 20, 1: 4, 2: 2, 3: 2, 4: 2}",0
509,False,"{'a': 0.5, 'e': 0.870968}",30,0,-127.57855797567282,"{0: 18, 1: 2, 2: 8, 3: 1, 4: 1}",0
510,False,"{'a': 0.5, 'e': 0.8704594999999999}",20,0,-62.91204568132234,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
511,False,"{'a': 0.5, 'e': 0.86995}",25,0,-112.64163144803177,"{0: 16, 1: 3, 2: 3, 3: 2, 4: 1}",0
512,False,"{'a': 0.5, 'e': 0.8694395}",35,0,-111.46421096335177,"{0: 21, 1: 2, 2: 11, 3: 1, 4: 0}",0
513,False,"{'a': 0.5, 'e': 0.868928}",20,0,-61.25518971043385,"{0: 12, 1: 0, 2: 8, 3: 0, 4: 0}",0
514,False,"{'a': 0.5, 'e': 0.8684155}",20,0,-86.884368065239,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
515,False,"{'a': 0.5, 'e': 0.867902}",30,15,-54.93961328184224,"{0: 10, 1: 2, 2: 2, 3: 0, 4: 1}",1
516,False,"{'a': 0.5, 'e': 0.8673875}",25,0,-137.9274314816681,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
517,False,"{'a': 0.5, 'e': 0.866872}",25,0,-151.4271394624904,"{0: 16, 1: 2, 2: 4, 3: 0, 4: 3}",0
518,False,"{'a': 0.5, 'e': 0.8663555000000001}",20,2,-38.040202288412175,"{0: 13, 1: 4, 2: 0, 3: 0, 4: 1}",1
519,False,"{'a': 0.5, 'e': 0.865838}",30,0,-61.7681204659688,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
520,False,"{'a': 0.5, 'e': 0.8653195}",20,0,-98.10276178814766,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
521,False,"{'a': 0.5, 'e': 0.8648}",20,0,-51.978634559516216,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
522,False,"{'a': 0.5, 'e': 0.8642795}",20,14,-35.669496116185876,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 1}",1
523,False,"{'a': 0.5, 'e': 0.863758}",20,0,-88.7874869250061,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
524,False,"{'a': 0.5, 'e': 0.8632355}",25,0,-100.9584908086605,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
525,False,"{'a': 0.5, 'e': 0.862712}",25,0,-114.90583158160324,"{0: 17, 1: 1, 2: 5, 3: 0, 4: 2}",0
526,False,"{'a': 0.5, 'e': 0.8621875}",25,0,-94.20263935749078,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
527,False,"{'a': 0.5, 'e': 0.861662}",20,0,-112.58852656545163,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
528,False,"{'a': 0.5, 'e': 0.8611355}",30,0,-101.18923451410643,"{0: 20, 1: 2, 2: 6, 3: 1, 4: 1}",0
529,False,"{'a': 0.5, 'e': 0.860608}",20,13,0.08954951604532102,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.8600795}",20,0,-90.62388399162147,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
531,False,"{'a': 0.5, 'e': 0.85955}",20,0,-54.40903220702624,"{0: 13, 1: 4, 2: 1, 3: 2, 4: 0}",0
532,False,"{'a': 0.5, 'e': 0.8590195}",30,7,-20.92840872957561,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.858488}",20,12,-4.519613796255604,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.8579555}",35,0,-159.28391536405394,"{0: 23, 1: 1, 2: 8, 3: 1, 4: 2}",0
535,False,"{'a': 0.5, 'e': 0.857422}",20,0,-91.37177011002846,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
536,False,"{'a': 0.5, 'e': 0.8568875}",20,0,-118.8789954034539,"{0: 10, 1: 6, 2: 2, 3: 0, 4: 2}",0
537,False,"{'a': 0.5, 'e': 0.856352}",25,0,-161.6621969310591,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
538,False,"{'a': 0.5, 'e': 0.8558155000000001}",25,0,-71.81202849758962,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",0
539,False,"{'a': 0.5, 'e': 0.855278}",25,0,-112.20609401578028,"{0: 16, 1: 2, 2: 4, 3: 2, 4: 1}",0
540,False,"{'a': 0.5, 'e': 0.8547395}",25,0,-96.15800630947504,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
541,False,"{'a': 0.5, 'e': 0.8542000000000001}",25,10,-13.748242507693972,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.8536595}",20,0,-94.34256340484022,"{0: 9, 1: 5, 2: 4, 3: 2, 4: 0}",0
543,False,"{'a': 0.5, 'e': 0.853118}",25,0,-52.8940525658109,"{0: 17, 1: 2, 2: 5, 3: 1, 4: 0}",0
544,False,"{'a': 0.5, 'e': 0.8525755}",20,0,-72.30067318710127,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
545,False,"{'a': 0.5, 'e': 0.852032}",20,10,-8.1825581611281,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.8514875}",35,0,-186.33216464879882,"{0: 22, 1: 3, 2: 6, 3: 1, 4: 3}",0
547,False,"{'a': 0.5, 'e': 0.850942}",20,0,-125.82833428177136,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
548,False,"{'a': 0.5, 'e': 0.8503955}",25,5,-160.66967554423022,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",1
549,False,"{'a': 0.5, 'e': 0.849848}",20,0,-128.99293558284964,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
550,False,"{'a': 0.5, 'e': 0.8492995}",20,0,-72.67061719467829,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
551,False,"{'a': 0.5, 'e': 0.84875}",25,0,-139.16005531182302,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
552,False,"{'a': 0.5, 'e': 0.8481995}",20,0,-80.85003220345446,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
553,False,"{'a': 0.5, 'e': 0.847648}",20,7,-104.70874595197272,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 2}",1
554,False,"{'a': 0.5, 'e': 0.8470955}",20,0,-80.08025756124775,"{0: 11, 1: 1, 2: 7, 3: 1, 4: 0}",0
555,False,"{'a': 0.5, 'e': 0.846542}",20,0,-33.57019605649285,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
556,False,"{'a': 0.5, 'e': 0.8459875}",25,3,-55.01857093641884,"{0: 18, 1: 1, 2: 1, 3: 1, 4: 1}",1
557,False,"{'a': 0.5, 'e': 0.845432}",25,0,-100.50008718150723,"{0: 18, 1: 3, 2: 1, 3: 1, 4: 2}",0
558,False,"{'a': 0.5, 'e': 0.8448755}",20,0,-148.3485373040295,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 3}",0
559,False,"{'a': 0.5, 'e': 0.844318}",20,0,-153.47332858723306,"{0: 11, 1: 2, 2: 4, 3: 0, 4: 3}",0
560,False,"{'a': 0.5, 'e': 0.8437595}",25,1,-89.94192453369017,"{0: 14, 1: 4, 2: 5, 3: 0, 4: 1}",1
561,False,"{'a': 0.5, 'e': 0.8432}",20,0,-36.5537580689107,"{0: 13, 1: 6, 2: 0, 3: 1, 4: 0}",0
562,False,"{'a': 0.5, 'e': 0.8426395}",20,0,-16.88026226327812,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
563,False,"{'a': 0.5, 'e': 0.842078}",25,3,-95.05860855761546,"{0: 13, 1: 2, 2: 6, 3: 0, 4: 1}",1
564,False,"{'a': 0.5, 'e': 0.8415155}",35,26,17.013320784289235,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.5, 'e': 0.840952}",20,7,-7.558691126938493,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.8403875000000001}",30,18,-8.813931002873868,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
567,False,"{'a': 0.5, 'e': 0.8398220000000001}",20,0,-46.67088875246039,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
568,False,"{'a': 0.5, 'e': 0.8392555}",25,0,-120.04797492041136,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
569,False,"{'a': 0.5, 'e': 0.838688}",30,0,-105.24970845401627,"{0: 20, 1: 3, 2: 5, 3: 1, 4: 1}",0
570,False,"{'a': 0.5, 'e': 0.8381195}",25,0,-82.6519866155754,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
571,False,"{'a': 0.5, 'e': 0.83755}",25,2,-42.36690592881555,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 0}",1
572,False,"{'a': 0.5, 'e': 0.8369795}",25,0,-173.53603324523075,"{0: 17, 1: 1, 2: 1, 3: 3, 4: 3}",0
573,False,"{'a': 0.5, 'e': 0.836408}",25,0,-134.5148398054824,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
